taxonNameID,scientificName,acceptedTaxonNameID,acceptedTaxonName,higherTaxonNameID,higherTaxonName,basionymID,basionym,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,nomenclaturalCode,namePublicationID,namePublishedIn,taxonomicStatus,nomenclaturalStatus,taxonRemarks,taxonConceptID,taxonAccordingTo
,"Mollisia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 218","","","",,""
,"nigrella",,"",,"",,"Mollisia nigrella","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 218","","","",,""
,"Phacidium",,"",,"",,"","","","","","","","","","","Genus","Fr.","",,"Elench. fung.,  2: 132 (1828)","","","",,""
,"plicatum",,"",,"",,"Phacidium plicatum","","","","","","","","","","Species","Fr.","ICBN",,"Elench. fung.,  2: 132 (1828)","","Sanctioned","",,""
,"Phacidium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VIII: 716","","","",,""
,"plicatum",,"",,"",,"Phacidium plicatum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VIII: 716","","","",,""
,"Phacidium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 510","","","",,""
,"plicatum",,"",,"",,"Phacidium plicatum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 510","","","",,""
,"Placosphaeria",,"",,"",,"","","","","","","","","","","Genus","Sacc.","",,"Index Fungorum","","","",,""
,"graminis",,"",,"",,"","","","","","","","","","","Species","Sacc.","",,"Index Fungorum","","","",,""
,"anceps",,"",,"",,"Placosphaeria graminis subsp. anceps","","","","","","","","","","Subspecies","Sacc.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Placosphaeria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. III: 246","","","",,""
,"graminis",,"",,"",,"","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. III: 246","","","",,""
,"anceps",,"",,"",,"Placosphaeria graminis subsp. anceps","","","","","","","","","","Subspecies","","",,"Saccardo's Syll. fung. III: 246","","","",,""
,"Placosphaeria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 574","","","",,""
,"graminis",,"",,"",,"","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 574","","","",,""
,"anceps",,"",,"",,"Placosphaeria graminis subsp. anceps","","","","","","","","","","Subspecies","","",,"Saccardo's Syll. fung. XII: 574","","","",,""
,"Septoria",,"",,"",,"","","","","","","","","","","Genus","Desm.","",,"Index Fungorum","","","",,""
,"bupleuri",,"",,"",,"Septoria bupleuri","","","","","","","","","","Species","Desm.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Septoria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. III: 529","","","",,""
,"bupleuri",,"",,"",,"Septoria bupleuri","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. III: 529","","","",,""
,"Septoria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 689","","","",,""
,"bupleuri",,"",,"",,"Septoria bupleuri","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 689","","","",,""
,"Septoria",,"",,"",,"","","","","","","","","","","Genus","Westend.","",,"Bot. Mag., Tokyo,  26: 61 (1912)","","","",,""
,"piri",,"",,"",,"Septoria piri","","","","","","","","","","Species","Westend.","ICBN",,"Bot. Mag., Tokyo,  26: 61 (1912)","","Assumed Valid","",,""
,"Septoria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. III: 7","","","",,""
,"piri",,"",,"",,"Septoria piri","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. III: 7","","","",,""
,"Septoria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 333","","","",,""
,"piri",,"",,"",,"Septoria piri","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 333","","","",,""
,"Sphaeropsis",,"",,"",,"","","","","","","","","","","Genus","Berk. & M.A. Curtis","",,"Index Fungorum","","","",,""
,"elongata",,"",,"",,"Sphaeropsis elongata","","","","","","","","","","Species","Berk. & M.A. Curtis","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Sphaeropsis",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. III: 158","","","",,""
,"elongata",,"",,"",,"Sphaeropsis elongata","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. III: 158","","","",,""
,"Sphaeropsis",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 392","","","",,""
,"elongata",,"",,"",,"Sphaeropsis elongata","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 392","","","",,""
,"Trametes",,"",,"",,"","","","","","","","","","","Genus","Pat.","",,"Journal de Bot., (Morot) 4: 17 (1890)","","","",,""
,"nitida",,"",,"",,"Trametes nitida","","","","","","","","","","Species","Pat.","ICBN",,"Journal de Bot., (Morot) 4: 17 (1890)","","Assumed Valid","",,""
,"Trametes",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. IX: 197","","","",,""
,"nitida",,"",,"",,"Trametes nitida","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. IX: 197","","","",,""
,"Trametes",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 788","","","",,""
,"nitida",,"",,"",,"Trametes nitida","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 788","","","",,""
,"Trametes",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXIII: 442","","","",,""
,"nitida",,"",,"",,"Trametes nitida","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXIII: 442","","","",,""
,"Trichaegum",,"",,"",,"","","","","","","","","","","Genus","Cooke","",,"Grevillea,  12(no. 61): 30 (1883)","","","",,""
,"culmorum",,"",,"",,"Trichaegum culmorum","","","","","","","","","","Species","Cooke","ICBN",,"Grevillea,  12(no. 61): 30 (1883)","","Assumed Valid","",,""
,"Trichaegum",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. IV: 543","","","",,""
,"culmorum",,"",,"",,"Trichaegum culmorum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. IV: 543","","","",,""
,"Trichaegum",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 793","","","",,""
,"culmorum",,"",,"",,"Trichaegum culmorum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 793","","","",,""
,"Agaricus",,"",,"",,"","","","","","","","","","","Genus","Lév.","",,"Index Fungorum","","","",,""
,"sumatrensis",,"",,"",,"Agaricus sumatrensis","","","","","","","","","","Species","Lév.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Agaricus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 38","","","",,""
,"sumatrensis",,"",,"",,"Agaricus sumatrensis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 38","","","",,""
,"Cantharellus",,"",,"",,"","","","","","","","","","","Genus","Durieu & Lév. ex Sacc.","",,"Syll. fung.,  5: 492 (1887)","","","",,""
,"papyraceus",,"",,"",,"Cantharellus papyraceus","","","","","","","","","","Species","Durieu & Lév. ex Sacc.","ICBN",,"Syll. fung.,  5: 492 (1887)","","Assumed Valid","",,""
,"Cantharellus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. V: 492","","","",,""
,"papyraceus",,"",,"",,"Cantharellus papyraceus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. V: 492","","","",,""
,"Cantharellus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 919","","","",,""
,"papyraceus",,"",,"",,"Cantharellus papyraceus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 919","","","",,""
,"Cantharellus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XIX: 228","","","",,""
,"papyraceus",,"",,"",,"Cantharellus papyraceus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XIX: 228","","","",,""
,"Clavaria",,"",,"",,"","","","","","","","","","","Genus","Lév.","",,"Annls Sci. Nat., Bot., sér. 3 2: 214 (1844)","","","",,""
,"jacquemontii",,"",,"",,"Clavaria jacquemontii","","","","","","","","","","Species","Lév.","ICBN",,"Annls Sci. Nat., Bot., sér. 3 2: 214 (1844)","","Assumed Valid","",,""
,"Clavaria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VI: 698","","","",,""
,"jacquemontii",,"",,"",,"Clavaria jacquemontii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VI: 698","","","",,""
,"Clavaria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 923","","","",,""
,"jacquemontii",,"",,"",,"Clavaria jacquemontii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 923","","","",,""
,"Cryptodiscus",,"",,"",,"","","","","","","","","","","Genus","Rabenh.","",,"Index Fungorum","","","",,""
,"pruinosus",,"",,"",,"Cryptodiscus pruinosus","","","","","","","","","","Species","Rabenh.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Cryptodiscus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VIII: 673","","","",,""
,"pruinosus",,"",,"",,"Cryptodiscus pruinosus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VIII: 673","","","",,""
,"Cryptodiscus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 147","","","",,""
,"pruinosus",,"",,"",,"Cryptodiscus pruinosus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 147","","","",,""
,"Leptonia",,"",,"",,"","","","","","","","","","","Genus","Maire","",,"Index Fungorum","","","",,""
,"squalida",,"",,"",,"Leptonia squalida","","","","","","","","","","Species","Maire","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Leptonia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXIII: 210","","","",,""
,"squalida",,"",,"",,"Leptonia squalida","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXIII: 210","","","",,""
,"Merulius",,"",,"",,"","","","","","","","","","","Genus","Möller","",,"Hausschwamm-forsch. 1: 93 (1912)","","","",,""
,"sclerotiorum",,"",,"",,"Merulius sclerotiorum","","","","","","","","","","Species","Möller","ICBN",,"Hausschwamm-forsch. 1: 93 (1912)","","Assumed Valid","",,""
,"Merulius",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXI: 361","","","",,""
,"sclerotiorum",,"",,"",,"Merulius sclerotiorum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXI: 361","","","",,""
,"Peyritschiella",,"",,"",,"","","","","","","","","","","Genus","Thaxt.","",,"Index Fungorum","","","",,""
,"amazonica",,"",,"",,"Peyritschiella amazonica","","","","","","","","","","Species","Thaxt.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Peyritschiella",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVI: 677","","","",,""
,"amazonica",,"",,"",,"Peyritschiella amazonica","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVI: 677","","","",,""
,"Peyritschiella",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 306","","","",,""
,"amazonica",,"",,"",,"Peyritschiella amazonica","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 306","","","",,""
,"Polyporus",,"",,"",,"","","","","","","","","","","Genus","Lloyd","",,"Index Fungorum","","","",,""
,"conicus",,"",,"",,"Polyporus conicus","","","","","","","","","","Species","Lloyd","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Polyporus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXIII: 408","","","",,""
,"conicus",,"",,"",,"Polyporus conicus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXIII: 408","","","",,""
,"Rickia",,"",,"",,"","","","","","","","","","","Genus","Thaxt.","",,"Index Fungorum","","","",,""
,"passalina",,"",,"",,"Rickia passalina","","","","","","","","","","Species","Thaxt.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Rickia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXIV: 80","","","",,""
,"passalina",,"",,"",,"Rickia passalina","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXIV: 80","","","",,""
,"Pestalotia",,"",,"",,"","","","","","","","","","","Genus","Desm.","",,"Annls Sci. Nat., Bot., sér. 2 19: 33 (1843)","","","",,""
,"funerea",,"",,"",,"Pestalotia funerea","","","","","","","","","","Species","Desm.","ICBN",,"Annls Sci. Nat., Bot., sér. 2 19: 33 (1843)","","Assumed Valid","",,""
,"Pestalotia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. III: 314, 789, 791","","","",,""
,"funerea",,"",,"",,"Pestalotia funerea","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. III: 314, 789, 791","","","",,""
,"Pestalotia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. X: 485","","","",,""
,"funerea",,"",,"",,"Pestalotia funerea","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. X: 485","","","",,""
,"Pestalotia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXII: 1226","","","",,""
,"funerea",,"",,"",,"Pestalotia funerea","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXII: 1226","","","",,""
,"Pestalotia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXV: 601","","","",,""
,"funerea",,"",,"",,"Pestalotia funerea","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXV: 601","","","",,""
,"Pestalotia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXVI: 398","","","",,""
,"funerea",,"",,"",,"Pestalotia funerea","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXVI: 398","","","",,""
,"Pestalotia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 503","","","",,""
,"funerea",,"",,"",,"Pestalotia funerea","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 503","","","",,""
,"Pestalotia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 303","","","",,""
,"funerea",,"",,"",,"Pestalotia funerea","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 303","","","",,""
,"Pestalotia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXVI: 1258, 1352, 1388","","","",,""
,"funerea",,"",,"",,"Pestalotia funerea","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXVI: 1258, 1352, 1388","","","",,""
,"Pestalotia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. III: 793","","","",,""
,"funerea",,"",,"",,"Pestalotia funerea","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. III: 793","","","",,""
,"Aecidium",,"",,"",,"","","","","","","","","","","Genus","Henn.","",,"Hedwigia,  35: 258 (1896)","","","",,""
,"colignoniae",,"",,"",,"Aecidium colignoniae","","","","","","","","","","Species","Henn.","ICBN",,"Hedwigia,  35: 258 (1896)","","Assumed Valid","",,""
,"Aecidium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XIV: 386","","","",,""
,"colignoniae",,"",,"",,"Aecidium colignoniae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XIV: 386","","","",,""
,"Asterina",,"",,"",,"","","","","","","","","","","Genus","Syd. & P. Syd.","",,"Annls mycol.,  15(3/4): 242 (1917)","","","",,""
,"breyniae",,"",,"",,"Asterina breyniae","","","","","","","","","","Species","Syd. & P. Syd.","ICBN",,"Annls mycol.,  15(3/4): 242 (1917)","","Assumed Valid","",,""
,"Asterina",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXIV: 452","","","",,""
,"breyniae",,"",,"",,"Asterina breyniae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXIV: 452","","","",,""
,"Asterina",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXVI: 171","","","",,""
,"breyniae",,"",,"",,"Asterina breyniae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXVI: 171","","","",,""
,"Cercospora",,"",,"",,"","","","","","","","","","","Genus","Ellis & Kellerm.","",,"J. Mycol.,  4(1): 7 (1888)","","","",,""
,"chamaecristae",,"",,"",,"Cercospora chamaecristae","","","","","","","","","","Species","Ellis & Kellerm.","ICBN",,"J. Mycol.,  4(1): 7 (1888)","","Assumed Valid","",,""
,"Cercospora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. X: 641","","","",,""
,"chamaecristae",,"",,"",,"Cercospora chamaecristae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. X: 641","","","",,""
,"Cercospora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 85","","","",,""
,"chamaecristae",,"",,"",,"Cercospora chamaecristae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 85","","","",,""
,"Guignardia",,"",,"",,"","","","","","","","","","","Genus","Gutner","",,"Trudy Bot. Inst. Akad. Nauk SSSR, ser. 2, Sporov. Rast. 1: 289 (1933)","","","",,""
,"araliae",,"",,"",,"Guignardia araliae","","","","","","","","","","Species","Gutner","ICBN",,"Trudy Bot. Inst. Akad. Nauk SSSR, ser. 2, Sporov. Rast. 1: 289 (1933)","","Assumed Valid","",,""
,"Guignardia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXVI: 256","","","",,""
,"araliae",,"",,"",,"Guignardia araliae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXVI: 256","","","",,""
,"Hygrophorus",,"",,"",,"","","","","","","","","","","Genus","Gillet","",,"Index Fungorum","","","",,""
,"lividoalbus",,"",,"",,"","","","","","","","","","","Species","Gillet","",,"Index Fungorum","","","",,""
,"lucandi",,"",,"",,"Hygrophorus lividoalbus subsp. lucandi","","","","","","","","","","Subspecies","Gillet","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Hygrophorus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 968","","","",,""
,"lividoalbus",,"",,"",,"","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 968","","","",,""
,"lucandi",,"",,"",,"Hygrophorus lividoalbus subsp. lucandi","","","","","","","","","","Subspecies","","",,"Saccardo's Syll. fung. XII: 968","","","",,""
,"Hygrophorus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 170","","","",,""
,"lividoalbus",,"",,"",,"","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 170","","","",,""
,"lucandi",,"",,"",,"Hygrophorus lividoalbus subsp. lucandi","","","","","","","","","","Subspecies","","",,"Saccardo's Syll. fung. XV: 170","","","",,""
,"Leptonia",,"",,"",,"","","","","","","","","","","Genus","Peck","",,"Index Fungorum","","","",,""
,"transformata",,"",,"",,"Leptonia transformata","","","","","","","","","","Species","Peck","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Leptonia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXI: 143","","","",,""
,"transformata",,"",,"",,"Leptonia transformata","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXI: 143","","","",,""
,"Monoicomyces",,"",,"",,"","","","","","","","","","","Genus","Thaxt.","",,"Index Fungorum","","","",,""
,"echidnoglossae",,"",,"",,"Monoicomyces echidnoglossae","","","","","","","","","","Species","Thaxt.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Monoicomyces",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVI: 675","","","",,""
,"echidnoglossae",,"",,"",,"Monoicomyces echidnoglossae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVI: 675","","","",,""
,"Monoicomyces",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 108","","","",,""
,"echidnoglossae",,"",,"",,"Monoicomyces echidnoglossae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 108","","","",,""
,"Polyporus",,"",,"",,"","","","","","","","","","","Genus","Murrill","",,"Bull. Torrey bot. Club,  34: 471 (1907)","","","",,""
,"coracinus",,"",,"",,"Polyporus coracinus","","","","","","","","","","Species","Murrill","ICBN",,"Bull. Torrey bot. Club,  34: 471 (1907)","","Assumed Valid","",,""
,"Polyporus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXI: 265","","","",,""
,"coracinus",,"",,"",,"Polyporus coracinus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXI: 265","","","",,""
,"Rickia",,"",,"",,"","","","","","","","","","","Genus","Thaxt.","",,"Index Fungorum","","","",,""
,"radiata",,"",,"",,"Rickia radiata","","","","","","","","","","Species","Thaxt.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Rickia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXIV: 81","","","",,""
,"radiata",,"",,"",,"Rickia radiata","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXIV: 81","","","",,""
,"Septoria",,"",,"",,"","","","","","","","","","","Genus","Bond.-Mont.","",,"Index Fungorum","","","",,""
,"brunfelsiae",,"",,"",,"Septoria brunfelsiae","","","","","","","","","","Species","Bond.-Mont.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Septoria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXVI: 1138","","","",,""
,"brunfelsiae",,"",,"",,"Septoria brunfelsiae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXVI: 1138","","","",,""
,"Sphaeria",,"",,"",,"","","","","","","","","","","Genus","Schwein.","",,"Journal of the Academy of Natural Sciences of Philadelphia,  5: 10 (1825)","","","",,""
,"enteromela",,"",,"",,"Sphaeria enteromela","","","","","","","","","","Species","Schwein.","ICBN",,"Journal of the Academy of Natural Sciences of Philadelphia,  5: 10 (1825)","","Assumed Valid","",,""
,"Sphaeria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. I: 359","","","",,""
,"enteromela",,"",,"",,"Sphaeria enteromela","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. I: 359","","","",,""
,"Sphaeria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 355","","","",,""
,"enteromela",,"",,"",,"Sphaeria enteromela","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 355","","","",,""
,"Xylaria",,"",,"",,"","","","","","","","","","","Genus","Fr.","",,"Index Fungorum","","","",,""
,"tricolor",,"",,"",,"Xylaria tricolor","","","","","","","","","","Species","Fr.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Xylaria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. I: 342","","","",,""
,"tricolor",,"",,"",,"Xylaria tricolor","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. I: 342","","","",,""
,"Xylaria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. II: xvii","","","",,""
,"tricolor",,"",,"",,"Xylaria tricolor","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. II: xvii","","","",,""
,"Xylaria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. IX: 541","","","",,""
,"tricolor",,"",,"",,"Xylaria tricolor","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. IX: 541","","","",,""
,"Xylaria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 853","","","",,""
,"tricolor",,"",,"",,"Xylaria tricolor","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 853","","","",,""
,"Xylaria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 1161","","","",,""
,"tricolor",,"",,"",,"Xylaria tricolor","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 1161","","","",,""
,"Echinobotryum",,"",,"",,"","","","","","","","","","","Genus","Garov. & Catt.","",,"Index Fungorum","","","",,""
,"citri",,"",,"",,"Echinobotryum citri","","","","","","","","","","Species","Garov. & Catt.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Echinobotryum",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. IV: 268","","","",,""
,"citri",,"",,"",,"Echinobotryum citri","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. IV: 268","","","",,""
,"Echinobotryum",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XIX: 634","","","",,""
,"citri",,"",,"",,"Echinobotryum citri","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XIX: 634","","","",,""
,"Echinobotryum",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 226","","","",,""
,"citri",,"",,"",,"Echinobotryum citri","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 226","","","",,""
,"Grandiniella",,"",,"",,"","","","","","","","","","","Genus","P. Karst.","",,"Hedwigia,  34: 8 (1895)","","","",,""
,"livescens",,"",,"",,"Grandiniella livescens","","","","","","","","","","Species","P. Karst.","ICBN",,"Hedwigia,  34: 8 (1895)","","Assumed Valid","",,""
,"Grandiniella",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XIV: 208","","","",,""
,"livescens",,"",,"",,"Grandiniella livescens","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XIV: 208","","","",,""
,"Amphorula",,"",,"",,"","","","","","","","","","","Genus","Grove","",,"J. Bot., London,  60 (1922)","","","",,""
,"sachalinensis",,"",,"",,"Amphorula sachalinensis","","","","","","","","","","Species","Grove","ICBN",,"J. Bot., London,  60 (1922)","","Assumed Valid","",,""
,"Amphorula",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXVI: 1033","","","",,""
,"sachalinensis",,"",,"",,"Amphorula sachalinensis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXVI: 1033","","","",,""
,"Cantharellus",,"",,"",,"","","","","","","","","","","Genus","Schwein.","",,"Trans. Am. phil. Soc., Ser. 2 4(2): 153 (1832)","","","",,""
,"olivaceus",,"",,"",,"Cantharellus olivaceus","","","","","","","","","","Species","Schwein.","ICBN",,"Trans. Am. phil. Soc., Ser. 2 4(2): 153 (1832)","","Assumed Valid","",,""
,"Cantharellus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. V: 496","","","",,""
,"olivaceus",,"",,"",,"Cantharellus olivaceus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. V: 496","","","",,""
,"Cantharellus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 919","","","",,""
,"olivaceus",,"",,"",,"Cantharellus olivaceus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 919","","","",,""
,"Clavaria",,"",,"",,"","","","","","","","","","","Genus","Weinm.","",,"Hymeno- et Gastero-mycetes, : 510 (1836)","","","",,""
