taxonNameID,scientificName,acceptedTaxonNameID,acceptedTaxonName,higherTaxonNameID,higherTaxonName,basionymID,basionym,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,nomenclaturalCode,namePublicationID,namePublishedIn,taxonomicStatus,nomenclaturalStatus,taxonRemarks,taxonConceptID,taxonAccordingTo
,"minutum",,"",,"",,"Rhizophydium minutum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 682","","","",,""
,"Rhizophydium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXI: 843","","","",,""
,"minutum",,"",,"",,"Rhizophydium minutum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXI: 843","","","",,""
,"Schizothyrium",,"",,"",,"","","","","","","","","","","Genus","Desm.","",,"Annls Sci. Nat., Bot., sér. 3 11 (1849)","","","",,""
,"acerinum",,"",,"",,"Schizothyrium acerinum","","","","","","","","","","Species","Desm.","ICBN",,"Annls Sci. Nat., Bot., sér. 3 11 (1849)","","Assumed Valid","",,""
,"Schizothyrium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. II: 725","","","",,""
,"acerinum",,"",,"",,"Schizothyrium acerinum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. II: 725","","","",,""
,"Schizothyrium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 677","","","",,""
,"acerinum",,"",,"",,"Schizothyrium acerinum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 677","","","",,""
,"Schizothyrium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXIV: 1255","","","",,""
,"acerinum",,"",,"",,"Schizothyrium acerinum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXIV: 1255","","","",,""
,"Typhula",,"",,"",,"","","","","","","","","","","Genus","Quél.","",,"Index Fungorum","","","",,""
,"stolonifera",,"",,"",,"Typhula stolonifera","","","","","","","","","","Species","Quél.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Typhula",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VI: 747","","","",,""
,"stolonifera",,"",,"",,"Typhula stolonifera","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VI: 747","","","",,""
,"Typhula",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 809","","","",,""
,"stolonifera",,"",,"",,"Typhula stolonifera","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 809","","","",,""
,"Typhula",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 1056","","","",,""
,"stolonifera",,"",,"",,"Typhula stolonifera","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 1056","","","",,""
,"Coniothecium",,"",,"",,"","","","","","","","","","","Genus","Bubák","",,"Index Fungorum","","","",,""
,"atroviride",,"",,"",,"Coniothecium atroviride","","","","","","","","","","Species","Bubák","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Coniothecium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXV: 841","","","",,""
,"atroviride",,"",,"",,"Coniothecium atroviride","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXV: 841","","","",,""
,"Humaria",,"",,"",,"","","","","","","","","","","Genus","Massee","",,"Index Fungorum","","","",,""
,"coccinea",,"",,"",,"Humaria coccinea","","","","","","","","","","Species","Massee","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Humaria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVIII: 26","","","",,""
,"coccinea",,"",,"",,"Humaria coccinea","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVIII: 26","","","",,""
,"Aecidium",,"",,"",,"","","","","","","","","","","Genus","Henn.","",,"Hedwigia,  43: 169 (1904)","","","",,""
,"miryense",,"",,"",,"Aecidium miryense","","","","","","","","","","Species","Henn.","ICBN",,"Hedwigia,  43: 169 (1904)","","Assumed Valid","",,""
,"Aecidium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVII: 427","","","",,""
,"miryense",,"",,"",,"Aecidium miryense","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVII: 427","","","",,""
,"Colletotrichum",,"",,"",,"","","","","","","","","","","Genus","Ellis & Everh.","",,"Index Fungorum","","","",,""
,"rhexiae",,"",,"",,"Colletotrichum rhexiae","","","","","","","","","","Species","Ellis & Everh.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Colletotrichum",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XI: 570","","","",,""
,"rhexiae",,"",,"",,"Colletotrichum rhexiae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XI: 570","","","",,""
,"Colletotrichum",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 121","","","",,""
,"rhexiae",,"",,"",,"Colletotrichum rhexiae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 121","","","",,""
,"Cortinarius",,"",,"",,"","","","","","","","","","","Genus","Britzelm.","",,"Index Fungorum","","","",,""
,"multivagus",,"",,"",,"Cortinarius multivagus","","","","","","","","","","Species","Britzelm.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Cortinarius",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. V: 974","","","",,""
,"multivagus",,"",,"",,"Cortinarius multivagus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. V: 974","","","",,""
,"Cortinarius",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 942","","","",,""
,"multivagus",,"",,"",,"Cortinarius multivagus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 942","","","",,""
,"Cortinarius",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XIX: 460","","","",,""
,"multivagus",,"",,"",,"Cortinarius multivagus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XIX: 460","","","",,""
,"Dothidea",,"",,"",,"","","","","","","","","","","Genus","Berk. & Broome","",,"Ann. Mag. nat. Hist., Ser. 2 9 (1852)","","","",,""
,"piggotii",,"",,"",,"Dothidea piggotii","","","","","","","","","","Species","Berk. & Broome","ICBN",,"Ann. Mag. nat. Hist., Ser. 2 9 (1852)","","Assumed Valid","",,""
,"Dothidea",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. II: 649","","","",,""
,"piggotii",,"",,"",,"Dothidea piggotii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. II: 649","","","",,""
,"Dothidea",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 130","","","",,""
,"piggotii",,"",,"",,"Dothidea piggotii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 130","","","",,""
,"Fomes",,"",,"",,"","","","","","","","","","","Genus","Ellis & Everh.","",,"Proc. Acad. nat. Sci. Philad., : 413 (1895)","","","",,""
,"alboluteus",,"",,"",,"Fomes alboluteus","","","","","","","","","","Species","Ellis & Everh.","ICBN",,"Proc. Acad. nat. Sci. Philad., : 413 (1895)","","Assumed Valid","",,""
,"Fomes",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XI: viii","","","",,""
,"alboluteus",,"",,"",,"Fomes alboluteus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XI: viii","","","",,""
,"Fomes",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XIV: 181","","","",,""
,"alboluteus",,"",,"",,"Fomes alboluteus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XIV: 181","","","",,""
,"Fomes",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 249","","","",,""
,"alboluteus",,"",,"",,"Fomes alboluteus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 249","","","",,""
,"Geomyces",,"",,"",,"","","","","","","","","","","Genus","Traaen","",,"Nytt Mag. Naturividensk,  52: 31 (1914)","","","",,""
,"cretaceus",,"",,"",,"Geomyces cretaceus","","","","","","","","","","Species","Traaen","ICBN",,"Nytt Mag. Naturividensk,  52: 31 (1914)","","Assumed Valid","",,""
,"Geomyces",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXV: 705","","","",,""
,"cretaceus",,"",,"",,"Geomyces cretaceus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXV: 705","","","",,""
,"Gloeosporium",,"",,"",,"","","","","","","","","","","Genus","Cooke & Massee","",,"Index Fungorum","","","",,""
,"pelargonii",,"",,"",,"Gloeosporium pelargonii","","","","","","","","","","Species","Cooke & Massee","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Gloeosporium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. X: 453","","","",,""
,"pelargonii",,"",,"",,"Gloeosporium pelargonii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. X: 453","","","",,""
,"Gloeosporium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 272","","","",,""
,"pelargonii",,"",,"",,"Gloeosporium pelargonii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 272","","","",,""
,"Gloeosporium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XIX: 775","","","",,""
,"pelargonii",,"",,"",,"Gloeosporium pelargonii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XIX: 775","","","",,""
,"Hymenoscypha",,"",,"",,"","","","","","","","","","","Genus","J. Schröt.","",,"Index Fungorum","","","",,""
,"perexigua",,"",,"",,"Hymenoscypha perexigua","","","","","","","","","","Species","J. Schröt.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Hymenoscypha",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XI: 405","","","",,""
,"perexigua",,"",,"",,"Hymenoscypha perexigua","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XI: 405","","","",,""
,"Hymenoscypha",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 171","","","",,""
,"perexigua",,"",,"",,"Hymenoscypha perexigua","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 171","","","",,""
,"Lycoperdon",,"",,"",,"","","","","","","","","","","Genus","Bolton","",,"Hist. fung. Halifax,  3: 118, pl. 118 (1790) [1789]","","","",,""
,"globosum",,"",,"",,"Lycoperdon globosum","","","","","","","","","","Species","Bolton","ICBN",,"Hist. fung. Halifax,  3: 118, pl. 118 (1790) [1789]","","Assumed Valid","",,""
,"Lycoperdon",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VII: 99","","","",,""
,"globosum",,"",,"",,"Lycoperdon globosum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VII: 99","","","",,""
,"Lycoperdon",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 202","","","",,""
,"globosum",,"",,"",,"Lycoperdon globosum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 202","","","",,""
,"Micropeziza",,"",,"",,"","","","","","","","","","","Genus","Fuckel","",,"Jb. nassau. Ver. Naturk.,  23-24: 291 (1870) [1869-70]","","","",,""
,"poae",,"",,"",,"Micropeziza poae","","","","","","","","","","Species","Fuckel","ICBN",,"Jb. nassau. Ver. Naturk.,  23-24: 291 (1870) [1869-70]","","Assumed Valid","",,""
,"Micropeziza",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VIII: 343","","","",,""
,"poae",,"",,"",,"Micropeziza poae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VIII: 343","","","",,""
,"Micropeziza",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 215","","","",,""
,"poae",,"",,"",,"Micropeziza poae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 215","","","",,""
,"Phoma",,"",,"",,"","","","","","","","","","","Genus","Desm.","",,"Index Fungorum","","","",,""
,"linga",,"",,"",,"Phoma linga","","","","","","","","","","Species","Desm.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Phoma",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. II: 35","","","",,""
,"linga",,"",,"",,"Phoma linga","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. II: 35","","","",,""
,"Pleospora",,"",,"",,"","","","","","","","","","","Genus","Politis","",,"Index Fungorum","","","",,""
,"ligustri",,"",,"",,"Pleospora ligustri","","","","","","","","","","Species","Politis","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Pleospora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXVI: 425","","","",,""
,"ligustri",,"",,"",,"Pleospora ligustri","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXVI: 425","","","",,""
,"Puccinia",,"",,"",,"","","","","","","","","","","Genus","Wettst.","",,"Hedwigia,  26: 115 (1887)","","","",,""
,"persica",,"",,"",,"Puccinia persica","","","","","","","","","","Species","Wettst.","ICBN",,"Hedwigia,  26: 115 (1887)","","Assumed Valid","",,""
,"Puccinia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VII: 644","","","",,""
,"persica",,"",,"",,"Puccinia persica","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VII: 644","","","",,""
,"Puccinia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 639","","","",,""
,"persica",,"",,"",,"Puccinia persica","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 639","","","",,""
,"Pyrenophora",,"",,"",,"","","","","","","","","","","Genus","Rehm","",,"Index Fungorum","","","",,""
,"hispida",,"",,"",,"","","","","","","","","","","Species","Rehm","",,"Index Fungorum","","","",,""
,"alpina",,"",,"",,"Pyrenophora hispida var. alpina","","","","","","","","","","Variety","Rehm","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Pyrenophora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 646","","","",,""
,"hispida",,"",,"",,"","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 646","","","",,""
,"alpina",,"",,"",,"Pyrenophora hispida var. alpina","","","","","","","","","","Variety","","",,"Saccardo's Syll. fung. XX: 646","","","",,""
,"Ravenelia",,"",,"",,"","","","","","","","","","","Genus","Pazschke","",,"Hedwigia,  33: 30 & 59 (1894)","","","",,""
,"macowaniana",,"",,"",,"Ravenelia macowaniana","","","","","","","","","","Species","Pazschke","ICBN",,"Hedwigia,  33: 30 & 59 (1894)","","Assumed Valid","",,""
,"Ravenelia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XI: 211","","","",,""
,"macowaniana",,"",,"",,"Ravenelia macowaniana","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XI: 211","","","",,""
,"Ravenelia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 657","","","",,""
,"macowaniana",,"",,"",,"Ravenelia macowaniana","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 657","","","",,""
,"Ravenelia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 664","","","",,""
,"macowaniana",,"",,"",,"Ravenelia macowaniana","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 664","","","",,""
,"Ravenelia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXI: 744","","","",,""
,"macowaniana",,"",,"",,"Ravenelia macowaniana","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXI: 744","","","",,""
,"Ravenelia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXVI: 553","","","",,""
,"macowaniana",,"",,"",,"Ravenelia macowaniana","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXVI: 553","","","",,""
,"Typhula",,"",,"",,"","","","","","","","","","","Genus","Ellis & Everh.","",,"Index Fungorum","","","",,""
,"subfasciculata",,"",,"",,"Typhula subfasciculata","","","","","","","","","","Species","Ellis & Everh.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Typhula",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. IX: 255","","","",,""
,"subfasciculata",,"",,"",,"Typhula subfasciculata","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. IX: 255","","","",,""
,"Typhula",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 809","","","",,""
,"subfasciculata",,"",,"",,"Typhula subfasciculata","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 809","","","",,""
,"Phyllachora",,"",,"",,"","","","","","","","","","","Genus","F. Stevens & Dalbey","",,"Bot. Gaz.,  68: 57 (1919)","","","",,""
,"metastelmae",,"",,"",,"Phyllachora metastelmae","","","","","","","","","","Species","F. Stevens & Dalbey","ICBN",,"Bot. Gaz.,  68: 57 (1919)","","Assumed Valid","",,""
,"Phyllachora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXIV: 567","","","",,""
,"metastelmae",,"",,"",,"Phyllachora metastelmae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXIV: 567","","","",,""
,"Citromyces",,"",,"",,"","","","","","","","","","","Genus","Pat.","",,"Index Fungorum","","","",,""
,"brevis",,"",,"",,"Citromyces brevis","","","","","","","","","","Species","Pat.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Citromyces",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXV: 683","","","",,""
,"brevis",,"",,"",,"Citromyces brevis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXV: 683","","","",,""
,"Mycoderma",,"",,"",,"","","","","","","","","","","Genus","E.C. Hansen","",,"Index Fungorum","","","",,""
,"pasteurianum",,"",,"",,"Mycoderma pasteurianum","","","","","","","","","","Species","E.C. Hansen","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Mycoderma",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VIII: 1021","","","",,""
,"pasteurianum",,"",,"",,"Mycoderma pasteurianum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VIII: 1021","","","",,""
,"Mycoderma",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 222","","","",,""
,"pasteurianum",,"",,"",,"Mycoderma pasteurianum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 222","","","",,""
,"Caeoma",,"",,"",,"","","","","","","","","","","Genus","Sommerf.","",,"Index Fungorum","","","",,""
